gene_id	trans_id	gene_name	transcript_name	gene_type	transcript_type
ENSG00000229457.1	ENST00000455614.1	LINC01789	LINC01789-202	lncRNA	lncRNA
ENSG00000225588.2	ENST00000422203.2	ENSG00000225588	ENST00000422203	lncRNA	lncRNA
ENSG00000225588.2	ENST00000413708.1	ENSG00000225588	ENST00000413708	lncRNA	lncRNA
ENSG00000237880.2	ENST00000654481.1	LINC01885	LINC01885-202	lncRNA	lncRNA
ENSG00000224568.3	ENST00000660653.1	LINC01886	LINC01886-204	lncRNA	lncRNA
ENSG00000224568.3	ENST00000665591.1	LINC01886	LINC01886-206	lncRNA	lncRNA
ENSG00000286769.1	ENST00000669817.1	ENSG00000286769	ENST00000669817	lncRNA	lncRNA
ENSG00000232991.5	ENST00000441383.5	GACAT1	GACAT1-202	lncRNA	lncRNA
ENSG00000232991.5	ENST00000419650.1	GACAT1	GACAT1-201	lncRNA	lncRNA
ENSG00000230651.8	ENST00000457647.2	RGPD4-AS1	RGPD4-AS1-202	lncRNA	lncRNA
ENSG00000230651.8	ENST00000417284.2	RGPD4-AS1	RGPD4-AS1-201	lncRNA	lncRNA
ENSG00000196862.10	ENST00000408999.4	RGPD4	RGPD4-201	protein_coding	protein_coding
ENSG00000115665.9	ENST00000409059.5	SLC5A7	SLC5A7-202	protein_coding	protein_coding
ENSG00000115665.9	ENST00000264047.3	SLC5A7	SLC5A7-201	protein_coding	protein_coding
ENSG00000231221.1	ENST00000424355.1	LINC01593	LINC01593-201	lncRNA	lncRNA
ENSG00000225328.2	ENST00000445083.2	LINC01594	LINC01594-201	lncRNA	lncRNA
ENSG00000196228.5	ENST00000681802.2	SULT1C3	SULT1C3-202	protein_coding	protein_coding
ENSG00000196228.5	ENST00000329106.3	SULT1C3	SULT1C3-201	protein_coding	protein_coding
ENSG00000198203.10	ENST00000326853.9	SULT1C2	SULT1C2-202	protein_coding	protein_coding
ENSG00000198203.10	ENST00000251481.11	SULT1C2	SULT1C2-201	protein_coding	protein_coding
ENSG00000198203.10	ENST00000409880.5	SULT1C2	SULT1C2-204	protein_coding	protein_coding
ENSG00000198203.10	ENST00000437390.6	SULT1C2	SULT1C2-205	protein_coding	protein_coding
ENSG00000198203.10	ENST00000442801.5	SULT1C2	SULT1C2-207	protein_coding	nonsense_mediated_decay
ENSG00000290794.1	ENST00000427208.5	SULT1C5P	SULT1C5P-202	lncRNA	lncRNA
ENSG00000198075.10	ENST00000272452.7	SULT1C4	SULT1C4-201	protein_coding	protein_coding
ENSG00000198075.10	ENST00000409309.3	SULT1C4	SULT1C4-202	protein_coding	protein_coding
ENSG00000135968.22	ENST00000687399.1	GCC2	GCC2-215	protein_coding	protein_coding
ENSG00000135968.22	ENST00000692694.1	GCC2	GCC2-222	protein_coding	protein_coding
ENSG00000135968.22	ENST00000309863.11	GCC2	GCC2-201	protein_coding	protein_coding
ENSG00000135968.22	ENST00000685519.1	GCC2	GCC2-214	protein_coding	protein_coding
ENSG00000135968.22	ENST00000482325.5	GCC2	GCC2-211	protein_coding	nonsense_mediated_decay
ENSG00000135968.22	ENST00000393321.2	GCC2	GCC2-202	protein_coding	nonsense_mediated_decay
ENSG00000214184.3	ENST00000322353.3	GCC2-AS1	GCC2-AS1-201	lncRNA	lncRNA
ENSG00000214184.3	ENST00000440975.1	GCC2-AS1	GCC2-AS1-202	lncRNA	lncRNA
ENSG00000169756.17	ENST00000695516.1	LIMS1	LIMS1-215	protein_coding	protein_coding
ENSG00000169756.17	ENST00000695517.1	LIMS1	LIMS1-216	protein_coding	protein_coding
ENSG00000169756.17	ENST00000544547.6	LIMS1	LIMS1-214	protein_coding	protein_coding
ENSG00000169756.17	ENST00000695518.1	LIMS1	LIMS1-217	protein_coding	protein_coding
ENSG00000169756.17	ENST00000695519.1	LIMS1	LIMS1-218	protein_coding	protein_coding
ENSG00000169756.17	ENST00000332345.10	LIMS1	LIMS1-201	protein_coding	protein_coding
ENSG00000169756.17	ENST00000695520.1	LIMS1	LIMS1-219	protein_coding	protein_coding
ENSG00000169756.17	ENST00000393310.5	LIMS1	LIMS1-203	protein_coding	protein_coding
ENSG00000169756.17	ENST00000695521.1	LIMS1	LIMS1-220	protein_coding	protein_coding
ENSG00000169756.17	ENST00000410093.5	LIMS1	LIMS1-205	protein_coding	protein_coding
ENSG00000169756.17	ENST00000409441.5	LIMS1	LIMS1-204	protein_coding	protein_coding
ENSG00000169756.17	ENST00000422797.5	LIMS1	LIMS1-207	protein_coding	nonsense_mediated_decay
ENSG00000169756.17	ENST00000338045.7	LIMS1	LIMS1-202	protein_coding	protein_coding
ENSG00000169756.17	ENST00000695522.1	LIMS1	LIMS1-221	protein_coding	protein_coding
ENSG00000169756.17	ENST00000414829.2	LIMS1	LIMS1-206	protein_coding	protein_coding
ENSG00000169756.17	ENST00000695523.1	LIMS1	LIMS1-222	protein_coding	protein_coding
ENSG00000228763.1	ENST00000411710.1	LIMS1-AS1	LIMS1-AS1-201	lncRNA	lncRNA
ENSG00000153201.17	ENST00000283195.11	RANBP2	RANBP2-201	protein_coding	protein_coding
ENSG00000153201.17	ENST00000697737.1	RANBP2	RANBP2-205	protein_coding	protein_coding
ENSG00000153201.17	ENST00000425282.4	RANBP2	RANBP2-202	protein_coding	nonsense_mediated_decay
ENSG00000153201.17	ENST00000697740.1	RANBP2	RANBP2-208	protein_coding	protein_coding
ENSG00000153201.17	ENST00000697744.1	RANBP2	RANBP2-212	protein_coding	nonsense_mediated_decay
ENSG00000163006.12	ENST00000412964.6	CCDC138	CCDC138-203	protein_coding	protein_coding
ENSG00000163006.12	ENST00000409529.6	CCDC138	CCDC138-202	protein_coding	nonsense_mediated_decay
ENSG00000163006.12	ENST00000295124.9	CCDC138	CCDC138-201	protein_coding	protein_coding
ENSG00000163006.12	ENST00000447782.1	CCDC138	CCDC138-204	protein_coding	nonsense_mediated_decay
ENSG00000135960.10	ENST00000258443.7	EDAR	EDAR-201	protein_coding	protein_coding
ENSG00000135960.10	ENST00000409271.5	EDAR	EDAR-203	protein_coding	protein_coding
ENSG00000135960.10	ENST00000376651.1	EDAR	EDAR-202	protein_coding	protein_coding
ENSG00000259863.1	ENST00000567491.1	SH3RF3-AS1	SH3RF3-AS1-201	lncRNA	lncRNA
ENSG00000172985.11	ENST00000309415.8	SH3RF3	SH3RF3-201	protein_coding	protein_coding
ENSG00000186522.15	ENST00000397712.7	SEPTIN10	SEPTIN10-202	protein_coding	protein_coding
ENSG00000186522.15	ENST00000356688.8	SEPTIN10	SEPTIN10-201	protein_coding	protein_coding
ENSG00000186522.15	ENST00000397714.6	SEPTIN10	SEPTIN10-203	protein_coding	protein_coding
ENSG00000186522.15	ENST00000437928.5	SEPTIN10	SEPTIN10-208	protein_coding	protein_coding
ENSG00000186522.15	ENST00000415095.5	SEPTIN10	SEPTIN10-205	protein_coding	protein_coding
ENSG00000186522.15	ENST00000486678.6	SEPTIN10	SEPTIN10-213	protein_coding	nonsense_mediated_decay
ENSG00000186522.15	ENST00000425498.1	SEPTIN10	SEPTIN10-207	protein_coding	nonsense_mediated_decay
ENSG00000230696.1	ENST00000425576.1	ENSG00000230696	ENST00000425576	lncRNA	lncRNA
ENSG00000198142.5	ENST00000356454.5	SOWAHC	SOWAHC-201	protein_coding	protein_coding
ENSG00000282033.1	ENST00000632044.1	ENSG00000282033	ENST00000632044	lncRNA	lncRNA
ENSG00000015568.13	ENST00000393283.5	RGPD5	RGPD5-203	protein_coding	protein_coding
ENSG00000015568.13	ENST00000272454.10	RGPD5	RGPD5-202	protein_coding	protein_coding
ENSG00000015568.13	ENST00000016946.8	RGPD5	RGPD5-201	protein_coding	protein_coding
ENSG00000015568.13	ENST00000413468.1	RGPD5	RGPD5-204	protein_coding	nonsense_mediated_decay
ENSG00000256977.13	ENST00000437679.3	LIMS3	LIMS3-201	protein_coding	protein_coding
ENSG00000256977.13	ENST00000631420.1	LIMS3	LIMS3-206	protein_coding	nonsense_mediated_decay
ENSG00000256977.13	ENST00000480744.3	LIMS3	LIMS3-203	protein_coding	protein_coding
ENSG00000256977.13	ENST00000487150.2	LIMS3	LIMS3-205	protein_coding	protein_coding
ENSG00000284337.1	ENST00000640669.1	ENSG00000284337	ENST00000640669	protein_coding	nonsense_mediated_decay
ENSG00000284337.1	ENST00000638162.1	ENSG00000284337	ENST00000638162	protein_coding	nonsense_mediated_decay
ENSG00000290731.1	ENST00000639717.1	ENSG00000290731	ENST00000639717	lncRNA	lncRNA
ENSG00000290731.1	ENST00000417926.5	ENSG00000290731	ENST00000417926	lncRNA	lncRNA
ENSG00000290731.1	ENST00000424113.5	ENSG00000290731	ENST00000424113	lncRNA	lncRNA
ENSG00000283684.1	ENST00000454928.5	ENSG00000283684	ENST00000454928	lncRNA	lncRNA
ENSG00000204588.5	ENST00000419296.1	LINC01123	LINC01123-202	lncRNA	lncRNA
ENSG00000144063.4	ENST00000272462.3	MALL	MALL-201	protein_coding	protein_coding
ENSG00000144063.4	ENST00000427178.1	MALL	MALL-203	protein_coding	protein_coding
ENSG00000144063.4	ENST00000424988.1	MALL	MALL-202	protein_coding	nonsense_mediated_decay
ENSG00000144061.14	ENST00000316534.8	NPHP1	NPHP1-201	protein_coding	protein_coding
ENSG00000144061.14	ENST00000393272.7	NPHP1	NPHP1-203	protein_coding	protein_coding
ENSG00000144061.14	ENST00000445609.7	NPHP1	NPHP1-207	protein_coding	protein_coding
ENSG00000144061.14	ENST00000676053.1	NPHP1	NPHP1-219	protein_coding	protein_coding
ENSG00000144061.14	ENST00000675067.1	NPHP1	NPHP1-213	protein_coding	protein_coding
ENSG00000144061.14	ENST00000676028.1	NPHP1	NPHP1-218	protein_coding	protein_coding
ENSG00000144061.14	ENST00000355301.8	NPHP1	NPHP1-202	protein_coding	protein_coding
ENSG00000144061.14	ENST00000417665.5	NPHP1	NPHP1-204	protein_coding	protein_coding
ENSG00000144061.14	ENST00000418527.1	NPHP1	NPHP1-205	protein_coding	protein_coding
ENSG00000144061.14	ENST00000449600.1	NPHP1	NPHP1-208	protein_coding	nonsense_mediated_decay
ENSG00000175701.11	ENST00000611969.5	MTLN	MTLN-203	protein_coding	protein_coding
ENSG00000175701.11	ENST00000414416.2	MTLN	MTLN-201	protein_coding	protein_coding
ENSG00000175701.11	ENST00000426713.1	MTLN	MTLN-202	protein_coding	protein_coding
ENSG00000290732.1	ENST00000561715.1	ENSG00000290732	ENST00000561715	lncRNA	lncRNA
ENSG00000290732.1	ENST00000562665.5	ENSG00000290732	ENST00000562665	lncRNA	lncRNA
ENSG00000290732.1	ENST00000568756.6	ENSG00000290732	ENST00000568756	lncRNA	lncRNA
ENSG00000282304.1	ENST00000568189.5	ENSG00000282304	ENST00000568189	lncRNA	lncRNA
ENSG00000282304.1	ENST00000562613.2	ENSG00000282304	ENST00000562613	lncRNA	lncRNA
ENSG00000175772.11	ENST00000436665.2	LINC01106	LINC01106-201	lncRNA	lncRNA
ENSG00000175772.11	ENST00000665250.1	LINC01106	LINC01106-204	lncRNA	lncRNA
ENSG00000293177.1	ENST00000606848.1	ENSG00000293177	ENST00000606848	lncRNA	lncRNA
ENSG00000273471.1	ENST00000488671.1	ENSG00000273471	ENST00000488671	lncRNA	lncRNA
ENSG00000290733.1	ENST00000490013.5	ENSG00000290733	ENST00000490013	lncRNA	lncRNA
ENSG00000290733.1	ENST00000489211.5	ENSG00000290733	ENST00000489211	lncRNA	lncRNA
ENSG00000257207.5	ENST00000603767.1	ENSG00000257207	ENST00000603767	protein_coding	nonsense_mediated_decay
ENSG00000256671.7	ENST00000632897.2	LIMS4	LIMS4-204	protein_coding	protein_coding
ENSG00000256671.7	ENST00000632758.1	LIMS4	LIMS4-203	protein_coding	nonsense_mediated_decay
ENSG00000256671.7	ENST00000413601.3	LIMS4	LIMS4-201	protein_coding	protein_coding
ENSG00000227574.2	ENST00000456683.2	ENSG00000227574	ENST00000456683	lncRNA	lncRNA
ENSG00000183054.13	ENST00000696446.1	RGPD6	RGPD6-212	protein_coding	protein_coding
ENSG00000183054.13	ENST00000329516.8	RGPD6	RGPD6-201	protein_coding	protein_coding
ENSG00000183054.13	ENST00000696447.1	RGPD6	RGPD6-213	protein_coding	nonsense_mediated_decay
ENSG00000183054.13	ENST00000696448.1	RGPD6	RGPD6-214	protein_coding	protein_coding
ENSG00000183054.13	ENST00000696449.1	RGPD6	RGPD6-215	protein_coding	nonsense_mediated_decay
ENSG00000183054.13	ENST00000484024.5	RGPD6	RGPD6-210	protein_coding	nonsense_mediated_decay
ENSG00000183054.13	ENST00000330331.9	RGPD6	RGPD6-202	protein_coding	protein_coding
ENSG00000231536.1	ENST00000458252.1	ENSG00000231536	ENST00000458252	lncRNA	lncRNA
ENSG00000169679.15	ENST00000302759.11	BUB1	BUB1-201	protein_coding	protein_coding
ENSG00000169679.15	ENST00000535254.6	BUB1	BUB1-212	protein_coding	protein_coding
ENSG00000169679.15	ENST00000671097.1	BUB1	BUB1-214	protein_coding	nonsense_mediated_decay
ENSG00000169679.15	ENST00000409311.5	BUB1	BUB1-202	protein_coding	protein_coding
ENSG00000289202.3	ENST00000691358.2	ENSG00000289202	ENST00000691358	lncRNA	lncRNA
ENSG00000289202.3	ENST00000703531.1	ENSG00000289202	ENST00000703531	lncRNA	lncRNA
ENSG00000235881.2	ENST00000414159.2	ENSG00000235881	ENST00000414159	lncRNA	lncRNA
ENSG00000153093.21	ENST00000676595.2	ACOXL	ACOXL-211	protein_coding	protein_coding
ENSG00000153093.21	ENST00000389811.8	ACOXL	ACOXL-202	protein_coding	protein_coding
ENSG00000153093.21	ENST00000439055.6	ACOXL	ACOXL-205	protein_coding	protein_coding
ENSG00000153093.21	ENST00000340561.8	ACOXL	ACOXL-201	protein_coding	protein_coding
ENSG00000153093.21	ENST00000443586.5	ACOXL	ACOXL-207	protein_coding	nonsense_mediated_decay
ENSG00000172965.17	ENST00000645030.2	MIR4435-2HG	MIR4435-2HG-226	lncRNA	lncRNA
ENSG00000172965.17	ENST00000642191.1	MIR4435-2HG	MIR4435-2HG-223	lncRNA	lncRNA
ENSG00000172965.17	ENST00000645051.2	MIR4435-2HG	MIR4435-2HG-227	lncRNA	lncRNA
ENSG00000172965.17	ENST00000673962.1	MIR4435-2HG	MIR4435-2HG-298	lncRNA	lncRNA
ENSG00000172965.17	ENST00000674070.1	MIR4435-2HG	MIR4435-2HG-305	lncRNA	lncRNA
ENSG00000172965.17	ENST00000673961.1	MIR4435-2HG	MIR4435-2HG-297	lncRNA	lncRNA
ENSG00000172965.17	ENST00000664443.1	MIR4435-2HG	MIR4435-2HG-253	lncRNA	lncRNA
ENSG00000172965.17	ENST00000673728.1	MIR4435-2HG	MIR4435-2HG-278	lncRNA	lncRNA
ENSG00000172965.17	ENST00000653568.1	MIR4435-2HG	MIR4435-2HG-228	lncRNA	lncRNA
ENSG00000172965.17	ENST00000643013.1	MIR4435-2HG	MIR4435-2HG-224	lncRNA	lncRNA
ENSG00000172965.17	ENST00000673700.1	MIR4435-2HG	MIR4435-2HG-277	lncRNA	lncRNA
ENSG00000172965.17	ENST00000443467.6	MIR4435-2HG	MIR4435-2HG-212	lncRNA	lncRNA
ENSG00000172965.17	ENST00000673653.1	MIR4435-2HG	MIR4435-2HG-274	lncRNA	lncRNA
ENSG00000172965.17	ENST00000661945.1	MIR4435-2HG	MIR4435-2HG-246	lncRNA	lncRNA
ENSG00000172965.17	ENST00000431385.6	MIR4435-2HG	MIR4435-2HG-205	lncRNA	lncRNA
ENSG00000172965.17	ENST00000662384.1	MIR4435-2HG	MIR4435-2HG-248	lncRNA	lncRNA
ENSG00000172965.17	ENST00000674013.1	MIR4435-2HG	MIR4435-2HG-301	lncRNA	lncRNA
ENSG00000172965.17	ENST00000673960.1	MIR4435-2HG	MIR4435-2HG-296	lncRNA	lncRNA
ENSG00000172965.17	ENST00000673804.1	MIR4435-2HG	MIR4435-2HG-283	lncRNA	lncRNA
ENSG00000172965.17	ENST00000673632.1	MIR4435-2HG	MIR4435-2HG-272	lncRNA	lncRNA
ENSG00000172965.17	ENST00000673654.1	MIR4435-2HG	MIR4435-2HG-275	lncRNA	lncRNA
ENSG00000172965.17	ENST00000419736.5	MIR4435-2HG	MIR4435-2HG-204	lncRNA	lncRNA
ENSG00000172965.17	ENST00000673840.1	MIR4435-2HG	MIR4435-2HG-287	lncRNA	lncRNA
ENSG00000172965.17	ENST00000643766.1	MIR4435-2HG	MIR4435-2HG-225	lncRNA	lncRNA
ENSG00000172965.17	ENST00000604981.5	MIR4435-2HG	MIR4435-2HG-218	lncRNA	lncRNA
ENSG00000172965.17	ENST00000441075.1	MIR4435-2HG	MIR4435-2HG-210	lncRNA	lncRNA
ENSG00000204581.3	ENST00000376593.2	ACOXL-AS1	ACOXL-AS1-201	lncRNA	lncRNA
ENSG00000204581.3	ENST00000670010.1	ACOXL-AS1	ACOXL-AS1-203	lncRNA	lncRNA
ENSG00000204581.3	ENST00000418615.1	ACOXL-AS1	ACOXL-AS1-202	lncRNA	lncRNA
ENSG00000153094.26	ENST00000715206.1	BCL2L11	BCL2L11-215	protein_coding	protein_coding
ENSG00000153094.26	ENST00000405953.6	BCL2L11	BCL2L11-205	protein_coding	protein_coding
ENSG00000153094.26	ENST00000438054.2	BCL2L11	BCL2L11-212	protein_coding	protein_coding
ENSG00000153094.26	ENST00000308659.12	BCL2L11	BCL2L11-201	protein_coding	protein_coding
ENSG00000153094.26	ENST00000393256.8	BCL2L11	BCL2L11-204	protein_coding	protein_coding
ENSG00000153094.26	ENST00000393252.4	BCL2L11	BCL2L11-203	protein_coding	protein_coding
ENSG00000153094.26	ENST00000433098.6	BCL2L11	BCL2L11-209	protein_coding	nonsense_mediated_decay
ENSG00000153094.26	ENST00000361493.10	BCL2L11	BCL2L11-202	protein_coding	nonsense_mediated_decay
ENSG00000153094.26	ENST00000415458.5	BCL2L11	BCL2L11-206	protein_coding	nonsense_mediated_decay
ENSG00000153094.26	ENST00000436733.5	BCL2L11	BCL2L11-210	protein_coding	nonsense_mediated_decay
ENSG00000153094.26	ENST00000437029.5	BCL2L11	BCL2L11-211	protein_coding	nonsense_mediated_decay
ENSG00000153094.26	ENST00000452231.5	BCL2L11	BCL2L11-214	protein_coding	nonsense_mediated_decay
ENSG00000153094.26	ENST00000431217.1	BCL2L11	BCL2L11-207	protein_coding	nonsense_mediated_decay
ENSG00000153094.26	ENST00000439718.1	BCL2L11	BCL2L11-213	protein_coding	nonsense_mediated_decay
ENSG00000293584.1	ENST00000715207.1	ENSG00000293584	ENST00000715207	protein_coding	protein_coding
ENSG00000230499.1	ENST00000451230.1	ENSG00000230499	ENST00000451230	lncRNA	lncRNA
ENSG00000271590.1	ENST00000603748.1	ENSG00000271590	ENST00000603748	lncRNA	lncRNA
ENSG00000229118.1	ENST00000438897.1	ENSG00000229118	ENST00000438897	lncRNA	lncRNA
ENSG00000270190.1	ENST00000603052.1	ENSG00000270190	ENST00000603052	lncRNA	lncRNA
ENSG00000293111.1	ENST00000604843.1	ENSG00000293111	ENST00000604843	lncRNA	lncRNA
ENSG00000285016.1	ENST00000644013.1	ENSG00000285016	ENST00000644013	lncRNA	lncRNA
ENSG00000285016.1	ENST00000645914.1	ENSG00000285016	ENST00000645914	lncRNA	lncRNA
ENSG00000280878.1	ENST00000630717.1	ENSG00000280878	ENST00000630717	lncRNA	lncRNA
ENSG00000240350.3	ENST00000455309.2	SOCAR	SOCAR-201	lncRNA	lncRNA
ENSG00000225744.1	ENST00000426124.1	ENSG00000225744	ENST00000426124	lncRNA	lncRNA
ENSG00000153107.13	ENST00000643447.1	ANAPC1	ANAPC1-211	protein_coding	nonsense_mediated_decay
ENSG00000153107.13	ENST00000341068.8	ANAPC1	ANAPC1-201	protein_coding	protein_coding
ENSG00000153107.13	ENST00000451367.3	ANAPC1	ANAPC1-203	protein_coding	nonsense_mediated_decay
ENSG00000153107.13	ENST00000628342.1	ANAPC1	ANAPC1-210	protein_coding	protein_coding
ENSG00000153208.19	ENST00000295408.9	MERTK	MERTK-201	protein_coding	protein_coding
ENSG00000153208.19	ENST00000409780.5	MERTK	MERTK-202	protein_coding	protein_coding
ENSG00000153208.19	ENST00000439966.5	MERTK	MERTK-203	protein_coding	nonsense_mediated_decay
ENSG00000286904.1	ENST00000671139.1	ENSG00000286904	ENST00000671139	lncRNA	lncRNA
ENSG00000153214.11	ENST00000283206.9	TMEM87B	TMEM87B-201	protein_coding	protein_coding
ENSG00000153214.11	ENST00000650799.2	TMEM87B	TMEM87B-207	protein_coding	protein_coding
ENSG00000153214.11	ENST00000452614.6	TMEM87B	TMEM87B-203	protein_coding	protein_coding
ENSG00000153214.11	ENST00000649734.1	TMEM87B	TMEM87B-206	protein_coding	protein_coding
ENSG00000287141.1	ENST00000666287.1	ENSG00000287141	ENST00000666287	lncRNA	lncRNA
ENSG00000144152.13	ENST00000331203.7	FBLN7	FBLN7-202	protein_coding	protein_coding
ENSG00000144152.13	ENST00000409903.5	FBLN7	FBLN7-205	protein_coding	protein_coding
ENSG00000144152.13	ENST00000409667.7	FBLN7	FBLN7-204	protein_coding	protein_coding
ENSG00000144152.13	ENST00000409450.7	FBLN7	FBLN7-203	protein_coding	protein_coding
ENSG00000144161.14	ENST00000409573.7	ZC3H8	ZC3H8-201	protein_coding	protein_coding
ENSG00000286545.1	ENST00000662099.1	ENSG00000286545	ENST00000662099	lncRNA	lncRNA
ENSG00000188177.15	ENST00000409871.6	ZC3H6	ZC3H6-201	protein_coding	protein_coding
ENSG00000169629.12	ENST00000302558.8	RGPD8	RGPD8-201	protein_coding	protein_coding
ENSG00000169629.12	ENST00000409750.5	RGPD8	RGPD8-203	protein_coding	protein_coding
ENSG00000169629.12	ENST00000522286.5	RGPD8	RGPD8-207	protein_coding	nonsense_mediated_decay
ENSG00000169629.12	ENST00000330575.9	RGPD8	RGPD8-202	protein_coding	protein_coding
ENSG00000293401.1	ENST00000636053.1	ENSG00000293401	ENST00000636053	lncRNA	lncRNA
ENSG00000114999.8	ENST00000233336.7	TTL	TTL-201	protein_coding	protein_coding
ENSG00000125630.16	ENST00000537335.5	POLR1B	POLR1B-216	protein_coding	protein_coding
ENSG00000125630.16	ENST00000541869.5	POLR1B	POLR1B-217	protein_coding	protein_coding
ENSG00000125630.16	ENST00000333990.10	POLR1B	POLR1B-202	protein_coding	nonsense_mediated_decay
ENSG00000125630.16	ENST00000409894.7	POLR1B	POLR1B-203	protein_coding	protein_coding
ENSG00000125630.16	ENST00000448770.5	POLR1B	POLR1B-209	protein_coding	nonsense_mediated_decay
ENSG00000125630.16	ENST00000430293.1	POLR1B	POLR1B-206	protein_coding	nonsense_mediated_decay
ENSG00000125630.16	ENST00000424062.1	POLR1B	POLR1B-205	protein_coding	nonsense_mediated_decay
ENSG00000125630.16	ENST00000417433.6	POLR1B	POLR1B-204	protein_coding	protein_coding
ENSG00000125630.16	ENST00000263331.10	POLR1B	POLR1B-201	protein_coding	protein_coding
ENSG00000125611.16	ENST00000454841.5	CHCHD5	CHCHD5-203	protein_coding	nonsense_mediated_decay
ENSG00000125611.16	ENST00000409719.1	CHCHD5	CHCHD5-202	protein_coding	protein_coding
ENSG00000125611.16	ENST00000324913.10	CHCHD5	CHCHD5-201	protein_coding	protein_coding
ENSG00000243389.1	ENST00000414784.1	ENSG00000243389	ENST00000414784	lncRNA	lncRNA
ENSG00000228251.1	ENST00000436885.1	ENSG00000228251	ENST00000436885	lncRNA	lncRNA
ENSG00000237753.2	ENST00000661604.1	SLC20A1-DT	SLC20A1-DT-202	lncRNA	lncRNA
ENSG00000237753.2	ENST00000667014.1	SLC20A1-DT	SLC20A1-DT-203	lncRNA	lncRNA
ENSG00000237753.2	ENST00000671122.1	SLC20A1-DT	SLC20A1-DT-204	lncRNA	lncRNA
ENSG00000144136.11	ENST00000272542.8	SLC20A1	SLC20A1-201	protein_coding	protein_coding
ENSG00000144130.12	ENST00000688554.1	NT5DC4	NT5DC4-207	protein_coding	protein_coding
ENSG00000144130.12	ENST00000690591.1	NT5DC4	NT5DC4-209	protein_coding	protein_coding
ENSG00000144130.12	ENST00000689550.1	NT5DC4	NT5DC4-208	protein_coding	protein_coding
ENSG00000144130.12	ENST00000327581.4	NT5DC4	NT5DC4-201	protein_coding	protein_coding
ENSG00000169607.13	ENST00000302450.11	CKAP2L	CKAP2L-201	protein_coding	protein_coding
ENSG00000169607.13	ENST00000435431.5	CKAP2L	CKAP2L-202	protein_coding	nonsense_mediated_decay
ENSG00000115008.6	ENST00000263339.4	IL1A	IL1A-201	protein_coding	protein_coding
ENSG00000287937.1	ENST00000670671.1	ENSG00000287937	ENST00000670671	lncRNA	lncRNA
ENSG00000125538.12	ENST00000263341.7	IL1B	IL1B-201	protein_coding	protein_coding
ENSG00000125571.10	ENST00000263326.8	IL37	IL37-201	protein_coding	protein_coding
ENSG00000125571.10	ENST00000352179.7	IL37	IL37-204	protein_coding	protein_coding
ENSG00000125571.10	ENST00000349806.7	IL37	IL37-203	protein_coding	protein_coding
ENSG00000125571.10	ENST00000353225.7	IL37	IL37-205	protein_coding	protein_coding
ENSG00000125571.10	ENST00000311328.2	IL37	IL37-202	protein_coding	protein_coding
ENSG00000136688.11	ENST00000259205.5	IL36G	IL36G-201	protein_coding	protein_coding
ENSG00000136688.11	ENST00000376489.6	IL36G	IL36G-202	protein_coding	protein_coding
ENSG00000136694.9	ENST00000259211.7	IL36A	IL36A-201	protein_coding	protein_coding
ENSG00000136696.11	ENST00000259213.9	IL36B	IL36B-201	protein_coding	protein_coding
ENSG00000136696.11	ENST00000327407.2	IL36B	IL36B-202	protein_coding	protein_coding
ENSG00000136695.15	ENST00000346807.7	IL36RN	IL36RN-201	protein_coding	protein_coding
ENSG00000136695.15	ENST00000393200.7	IL36RN	IL36RN-202	protein_coding	protein_coding
ENSG00000136695.15	ENST00000437409.2	IL36RN	IL36RN-203	protein_coding	protein_coding
ENSG00000136697.13	ENST00000341010.6	IL1F10	IL1F10-201	protein_coding	protein_coding
ENSG00000136697.13	ENST00000393197.3	IL1F10	IL1F10-202	protein_coding	protein_coding
ENSG00000136689.20	ENST00000409052.6	IL1RN	IL1RN-204	protein_coding	nonsense_mediated_decay
ENSG00000136689.20	ENST00000361779.7	IL1RN	IL1RN-203	protein_coding	protein_coding
ENSG00000136689.20	ENST00000259206.9	IL1RN	IL1RN-201	protein_coding	protein_coding
ENSG00000136689.20	ENST00000354115.6	IL1RN	IL1RN-202	protein_coding	protein_coding
ENSG00000136689.20	ENST00000696881.1	IL1RN	IL1RN-212	protein_coding	protein_coding
ENSG00000136689.20	ENST00000696879.1	IL1RN	IL1RN-210	protein_coding	protein_coding
ENSG00000136689.20	ENST00000409930.4	IL1RN	IL1RN-205	protein_coding	protein_coding
ENSG00000136689.20	ENST00000696882.1	IL1RN	IL1RN-213	protein_coding	nonsense_mediated_decay
ENSG00000136689.20	ENST00000696880.1	IL1RN	IL1RN-211	protein_coding	nonsense_mediated_decay
ENSG00000125637.16	ENST00000245796.11	PSD4	PSD4-201	protein_coding	protein_coding
ENSG00000125637.16	ENST00000441564.7	PSD4	PSD4-205	protein_coding	protein_coding
ENSG00000125637.16	ENST00000409656.5	PSD4	PSD4-203	protein_coding	nonsense_mediated_decay
ENSG00000234174.1	ENST00000446590.1	ENSG00000234174	ENST00000446590	lncRNA	lncRNA
ENSG00000234174.1	ENST00000438409.1	ENSG00000234174	ENST00000438409	lncRNA	lncRNA
ENSG00000189223.15	ENST00000456685.5	PAX8-AS1	PAX8-AS1-207	lncRNA	lncRNA
ENSG00000189223.15	ENST00000623306.3	PAX8-AS1	PAX8-AS1-218	lncRNA	lncRNA
ENSG00000189223.15	ENST00000437551.6	PAX8-AS1	PAX8-AS1-204	lncRNA	lncRNA
